code	athletes	athletes_codes
SALM49ER----NZL01	"['McHARDIE Isaac', 'McKENZIE William']"	"['1918833', '1918834']"
SALM49ER----POL01	"['BUKSAK Dominik', 'WIERZBICKI Szymon']"	"['1932446', '1932440']"
SALM49ER----SUI01	"['SCHNEITER Sebastien', 'de PLANTA Arno']"	"['1977826', '1976487']"
SALM49ER----URU01	"['UMPIERRE Hernan', 'DIZ Fernando']"	"['1922425', '1922387']"
SALM49ER----USA01	"['BARROWS Ian', 'HENKEN Hans']"	"['1950366', '1950381']"
SALW49ERFX--AUS01	"['PRICE Olivia', 'HASELDINE Evie']"	"['1945993', '1945979']"
SALW49ERFX--BEL01	"['MAENHAUT Isaura', 'GEURTS Anouk']"	"['1903269', '1903266']"
SALW49ERFX--BRA01	"['SOFFIATTI GRAEL Martine', 'KUNZE Kahena']"	"['1961065', '1961062']"
SALW49ERFX--CAN01	"['LEWIN-LAFRANCE Georgia', 'LEWIN-LAFRANCE Antonia']"	"['1960337', '1960331']"
SALW49ERFX--CHN01	"['HU Xiaoyu', 'SHAN Mengyuan']"	"['1961660', '1961661']"
SALW49ERFX--CZE01	"['BURSKA Zofia', 'TKADLECOVA Sara']"	"['1878917', '1878929']"
SALW49ERFX--DEN01	"['SCHMIDT Johanne', 'SCHMIDT Andrea']"	"['1895108', '1895111']"
SALW49ERFX--ESP01	"['ECHEGOYEN DOMINGUEZ Tamara', 'BARCELO MARTIN Paula']"	"['1959276', '1959265']"
SALW49ERFX--FIN01	"['GRONBLOM Ronja', 'HOKKA Veera']"	"['1909103', '1909105']"
SALW49ERFX--FRA01	"['STEYAERT Sarah', 'PICON Charline']"	"['1559558', '1559559']"
SALW49ERFX--GBR01	"['BLACK Freya', 'TIDEY Saskia']"	"['1899732', '1899747']"
SALW49ERFX--GER01	"['BERGMANN Marla', 'WILLE Hanna']"	"['1891987', '1891988']"
SALW49ERFX--ITA01	"['GERMANI Jana', 'BERTUZZI Giorgia']"	"['1899561', '1899562']"
SALW49ERFX--JPN01	"['TANAKA Misaki', 'NAGAMATSU Sera']"	"['1941428', '1941427']"
SALW49ERFX--NED01	"['van AANHOLT Odile', 'DUETZ Annette']"	"['1970495', '1970514']"
SALW49ERFX--NOR01	"['NAESS Helene', 'ROENNINGEN Marie']"	"['1878609', '1878599']"
SALW49ERFX--NZL01	"['ALEH Jo', 'MEECH Molly']"	"['1918838', '1918840']"
SALW49ERFX--POL01	"['MELZACKA Aleksandra', 'JANKOWIAK Sandra']"	"['1932450', '1932492']"
SALW49ERFX--SWE01	"['BOBECK Vilma', 'NETZLER Rebecca']"	"['1564653', '1564657']"
SALW49ERFX--USA01	"['ROBLE Stephanie', 'SHEA Maggie']"	"['1950397', '1950401']"
SALX470-----ANG01	"['MONTINHO Matias', 'PAULO Manuela']"	"['1880556', '1880547']"
SALX470-----AUS01	"['JERWOOD Nia', 'NICHOLAS Conor']"	"['1945992', '1945975']"
SALX470-----AUT01	"['VADLAU Lara', 'MAEHR Lukas']"	"['1566451', '1566447']"
SALX470-----BRA01	"['DUARTE HADDAD Henrique', 'SWAN Isabel']"	"['1961058', '1961059']"
SALX470-----CHN01	"['XU Zangjun', 'LV Yixiao']"	"['1961647', '1975792']"
SALX470-----ESP01	"['XAMMAR HERNANDEZ Jordi', 'BRUGMAN CABOT Nora']"	"['1959298', '1959271']"
SALX470-----FRA01	"['LECOINTRE Camille', 'MION Jeremie']"	"['1559549', '1559550']"
SALX470-----GBR01	"['HEATHCOTE Vita', 'GRUBE Chris']"	"['1899739', '1899737']"
SALX470-----GER01	"['DIESCH Simon', 'MARKFORT Anna']"	"['1891960', '1891963']"
SALX470-----GRE01	"['SPANAKI Ariadni Paraskevi', 'SPANAKIS Odysseas Emmanouil']"	"['1961342', '1961343']"
SALX470-----ISR01	"['HASSON Nitai', 'LASRY Noa']"	"['1927672', '1927820']"
SALX470-----ITA01	"['BERTA Elena', 'FESTO Bruno']"	"['1899551', '1899554']"
SALX470-----JPN01	"['OKADA Keiju', 'YOSHIOKA Miho']"	"['1941435', '1941438']"
SALX470-----POR01	"['COSTA Diogo', 'JOAO Carolina']"	"['1932891', '1932890']"
SALX470-----SLO01	"['MRAK Tina', 'BOZIC Jakob']"	"['1981537', '1981119']"
SALX470-----SUI01	"['MERMOD Yves', 'SIEGENTHALER Maja']"	"['1977745', '1977865']"
SALX470-----SWE01	"['DAHLBERG Anton', 'KARLSSON Lovisa']"	"['1564652', '1564651']"
SALX470-----TUR01	"['CINAR Deniz', 'NALBANTOGLU Lara']"	"['1567024', '1567299']"
SALX470-----USA01	"['McNAY Stu', 'DALLMAN-WEISS Lara']"	"['1950387', '1950379']"
SALXNACRA17-ARG01	"['MAJDALANI Mateo', 'BOSCO Eugenia']"	"['1538041', '1538028']"
SALXNACRA17-AUS01	"['LIDDELL Brin', 'BROWN Rhiannan']"	"['1945973', '1945994']"
SALXNACRA17-AUT01	"['HABERL Lukas', 'FRANK Tanja']"	"['1566442', '1566441']"
SALXNACRA17-BEL01	"['CLAEYSSENS Lucas', 'VERSTRAELEN Eline']"	"['1903264', '1903272']"
SALXNACRA17-BRA01	"['SIEMSEN Joao', 'MARIUTTI ARNDT Marina']"	"['1961061', '1961064']"
SALXNACRA17-CHN01	"['MAI Huicong', 'CHEN Linlin']"	"['1961671', '1961672']"
SALXNACRA17-DEN01	"['SAOUMA-PEDERSEN Natacha Violet', 'BRUUN BORRESKOV Mathias']"	"['1895117', '1895116']"
SALXNACRA17-ESP01	"['PACHECO van RIJNSOEVER Tara', 'BARRIO GARCIA Andres']"	"['1959285', '1959267']"
SALXNACRA17-FIN01	"['KURTBAY Sinem', 'KESKINEN Akseli']"	"['1909107', '1909106']"
SALXNACRA17-FRA01	"['MOURNIAC Tim', 'BERTHOMIEU Lou']"	"['1559580', '1559581']"
SALXNACRA17-GBR01	"['GIMSON John', 'BURNET Anna']"	"['1899736', '1899733']"
SALXNACRA17-GER01	"['KOHLHOFF Paul', 'STUHLEMMER Alica']"	"['1891956', '1891970']"
SALXNACRA17-ITA01	"['TITA Ruggero', 'BANTI Caterina Marianna']"	"['1899650', '1899647']"
SALXNACRA17-JPN01	"['IITSUKA Shibuki', 'NISHIDA CAPIGLIA Oura']"	"['1941434', '1941423']"
SALXNACRA17-NED01	"['van der MEER Laila', 'BOUWER Bjarne']"	"['1970512', '1970522']"
SALXNACRA17-NZL01	"['WILKINSON Micah', 'DAWSON Erica']"	"['1918835', '1918832']"
SALXNACRA17-SWE01	"['JARUDD Emil', 'JONSSON Hanna']"	"['1564672', '1564656']"
SALXNACRA17-TUR01	"['KAYNAR Alican', 'KAYNAKCI Beste']"	"['1567059', '1567061']"
SALXNACRA17-USA01	"['NEWBERRY MOORE Sarah', 'LIEBENBERG David']"	"['1950391', '1950383']"
SHOXAPMT----BUL01	"['KOSTADINOVA Antoaneta', 'KIROV Kiril']"	"['1564884', '1564889']"
SHOXAPMT----CHN01	"['JIANG Ranxin', 'XIE Yu']"	"['1913951', '1913907']"
SHOXAPMT----CHN02	"['LI Xue', 'ZHANG Bowen']"	"['1913952', '1913908']"
SHOXAPMT----FRA01	"['JEDRZEJEWSKI Camille', 'FOUQUET Florian']"	"['1888429', '1888414']"
SHOXAPMT----GER01	"['VENNEKAMP Doreen', 'WALTER Robin']"	"['1553277', '1553299']"
SHOXAPMT----GER02	"['EDER Josefin', 'REITZ Christian']"	"['1553247', '1553255']"
SHOXAPMT----IND01	"['BHAKER Manu', 'SINGH Sarabjot']"	"['1538159', '1545464']"
SHOXAPMT----IND02	"['SANGWAN Rhythm', 'CHEEMA Arjun Singh']"	"['1539767', '1539643']"
SHOXAPMT----KAZ01	"['YUNUSMETOVA Irina', 'CHIRYUKIN Nikita']"	"['1930468', '1930463']"
SHOXAPMT----KOR01	"['OH Ye Jin', 'LEE Wonho']"	"['1893972', '1893958']"
SHOXAPMT----KOR02	"['KIM Yeji', 'CHO Yeongjae']"	"['1893930', '1893852']"
SHOXAPMT----LAT01	"['RASMANE Agate', 'STRAUTMANIS Lauris']"	"['1948037', '1948039']"
SHOXAPMT----PAK01	"['TALAT Kishmala', 'JOSEPH Gulfam']"	"['1562427', '1562295']"
SHOXAPMT----SRB01	"['ARUNOVIC Zorana', 'MIKEC Damir']"	"['1956347', '1956356']"
SHOXAPMT----TUR01	"['YILMAZ Simal', 'KELES Ismail']"	"['1564888', '1564882']"
SHOXAPMT----TUR02	"['TARHAN Sevval Ilayda', 'DIKEC Yusuf']"	"['1564886', '1564893']"
SHOXAPMT----UKR01	"['KOSTEVYCH Olena', 'BANKIN Viktor']"	"['1555984', '1555983']"
SHOXARMT----ALG01		
SHOXARMT----ARG01	"['RUSSO Fernanda', 'GUTIERREZ Marcelo Julian']"	"['1537932', '1537929']"
SHOXARMT----AUT01	"['UNGERANK Nadine', 'STREMPFL Martin']"	"['1562243', '1562241']"
SHOXARMT----CHN01	"['HUANG Yuting', 'SHENG Lihao']"	"['1913945', '1913899']"
SHOXARMT----CHN02	"['HAN Jiayu', 'DU Linshu']"	"['1913944', '1913896']"
SHOXARMT----CZE01	"['BLAZICKOVA Veronika', 'PRIVRATSKY Jiri']"	"['1919526', '1919549']"
SHOXARMT----EGY01	"['ELSAYED ABUQARN Mai Magdy', 'HAMDY ABDELKADER Mohamed']"	"['1565081', '1564734']"
SHOXARMT----EGY02	"['KHALIL Remas', 'KORAYIEM Ibrahim Ahmad Mohammad']"	"['1564777', '1564802']"
SHOXARMT----FRA01	"['MULLER Oceanne', 'KRYZS Lucas Bernard Denis']"	"['1888438', '1888433']"
SHOXARMT----FRA02	"['HERBULOT Manon', 'AUFRERE Romain']"	"['1888426', '1888389']"
SHOXARMT----GBR01	"['McINTOSH Seonaid', 'BARGERON Michael']"	"['1904438', '1904423']"
SHOXARMT----GER01	"['JANSSEN Anna', 'ULBRICH Maximilian']"	"['1553294', '1553293']"
SHOXARMT----HUN01	"['MESZAROS Eszter', 'PENI Istvan']"	"['1899516', '1899576']"
SHOXARMT----IND01	"['VALARIVAN Elavenil', 'SINGH Sandeep']"	"['1538161', '1539720']"
SHOXARMT----IND02	"['RAMITA Ramita', 'BABUTA Arjun']"	"['1539754', '1539636']"
SHOXARMT----ITA01	"['GAMBARO Barbara', 'SOLLAZZO Danilo Dennis']"	"['1558641', '1551400']"
SHOXARMT----JPN01	"['NOBATA Misaki', 'OKADA Naoya']"	"['1913193', '1913204']"
SHOXARMT----KAZ01	"['LE Alexandra', 'SATPAYEV Islam']"	"['1930466', '1930467']"
SHOXARMT----KAZ02	"['ALTUKHOVA Arina', 'MALINOVSKIY Konstantin']"	"['1930465', '1930464']"
SHOXARMT----KOR01	"['KEUM Jihyeon', 'PARK Hajun']"	"['1893896', '1893976']"
SHOXARMT----KOR02	"['BAN Hyojin', 'CHOE Daehan']"	"['1893845', '1893855']"
SHOXARMT----MEX01	"['ZUMAYA FLORES Goretti Alejandra', 'RAMIREZ RAMOS Edson Ismael']"	"['1540710', '1535438']"
SHOXARMT----MGL01	"['OYUNBAT Yesugen', 'NYANTAI Bayaraa']"	"['1970572', '1970367']"
SHOXARMT----NOR01	"['DUESTAD Jeanette Hegg', 'HEGG Jon-Hermann']"	"['1894359', '1898315']"
SHOXARMT----NOR02	"['BERG Synnoeve', 'HALVORSEN Ole Martin']"	"['1894100', '1898281']"
SHOXARMT----POL01	"['STANKIEWICZ Aneta', 'BARTNIK Tomasz']"	"['1933162', '1933193']"
SHOXARMT----POL02	"['PIOTROWSKA Julia Ewa', 'KOWALEWICZ Maciej']"	"['1933163', '1933191']"
SHOXARMT----USA01	"['MADDALENA Sagen', 'ROE Ivan']"	"['1944373', '1944388']"
SHOXARMT----USA02	"['TUCKER Mary Carolynn', 'KISSELL Rylan William']"	"['1944407', '1944363']"
SHOXSKMT----AUS01	"['JONES Aislin', 'BELL Joshua']"	"['1967435', '1967448']"
SHOXSKMT----CHN01	"['JIANG Yiting', 'LYU Jianlin']"	"['1913978', '1961747']"
SHOXSKMT----CZE01	"['SUMOVA Barbora', 'TOMECEK Jakub']"	"['1919558', '1919561']"
SHOXSKMT----EGY01		
SHOXSKMT----FRA01	"['ANASTASSIOU Lucie', 'DELAUNAY Eric']"	"['1888388', '1888409']"
SHOXSKMT----GER01	"['WISSMER Nele', 'KORTE Sven']"	"['1553262', '1553260']"
SHOXSKMT----GRE01	"['KATZOURAKI Emmanouela', 'MITAS Efthimios']"	"['1961347', '1961348']"
SHOXSKMT----IND01	"['CHAUHAN Maheshwari', 'NARUKA Anant Jeet Singh']"	"['1538146', '1539615']"
SHOXSKMT----ITA01	"['BACOSI Diana', 'ROSSETTI Gabriele']"	"['1915325', '1915333']"
SHOXSKMT----ITA02	"['BARTOLOMEI Martina', 'CASSANDRO Tammaro']"	"['1915326', '1915330']"
SHOXSKMT----KAZ01	"['ORYNBAY Assem', 'YECHSHENKO Eduard']"	"['1930478', '1930486']"
SHOXSKMT----KOR01	"['JANG Kookhee', 'KIM Minsu']"	"['1893879', '1893921']"
SHOXSKMT----PER01	"['BORDA OLAECHEA Daniella', 'PACHECO ESPINOSA Nicolas']"	"['1938662', '1938655']"
SHOXSKMT----SWE01	"['LARSSON Victoria', 'SVENSSON Marcus']"	"['1572917', '1572921']"
SHOXSKMT----USA01	"['SMITH Austen Jewell', 'HANCOCK Vincent']"	"['1944397', '1944354']"
SHOXSKMT----USA02	"['VIZZI Dania Jo', 'PRINCE Conner Lynn']"	"['1944408', '1944385']"
SWAWTEAM2---AUS01	"['BUCKLE Rayna', 'GAZZARD Kiera']"	"['1955939', '1955942']"
SWAWTEAM2---AUT01	"['ALEXANDRI Anna-Maria', 'ALEXANDRI Eirini-Marina']"	"['1565170', '1565171']"
SWAWTEAM2---CAN01	"['LAMOTHE Audrey', 'SIMONEAU Jacqueline']"	"['1974253', '1974261']"
SWAWTEAM2---CHN01	"['WANG Liuyi', 'WANG Qianyi']"	"['1908852', '1908853']"
SWAWTEAM2---EGY01	"['BARSOUM Nadine', 'HIEKAL Hana']"	"['1888980', '1888861']"
SWAWTEAM2---ESP01	"['OZHOGINA OZHOGIN Alisa', 'TIO CASAS Iris']"	"['1954815', '1954818']"
SWAWTEAM2---FRA01	"['BAYANDINA Anastasia', 'LUNEL Romane']"	"['1903759', '1903767']"
SWAWTEAM2---GBR01	"['SHORTMAN Kate', 'THORPE Isabelle']"	"['1544151', '1980935']"
SWAWTEAM2---GRE01	"['MALKOGEORGOU Sofia Evangelia', 'PLATANIOTI Evangelia']"	"['1954552', '1954553']"
SWAWTEAM2---ISR01	"['BOBRITSKY Shelly', 'NASSEE Ariel']"	"['1897289', '1897288']"
SWAWTEAM2---ITA01	"['CERRUTI Linda', 'RUGGIERO Lucrezia']"	"['1925701', '1925719']"
SWAWTEAM2---JPN01	"['HIGA Moe', 'SATO Tomoka']"	"['1891716', '1891718']"
SWAWTEAM2---KOR01	"['HUR Yoonseo', 'LEE Riyoung']"	"['1901611', '1901666']"
SWAWTEAM2---MEX01	"['DIOSDADO Nuria', 'JIMENEZ Joana']"	"['1533230', '1533231']"
SWAWTEAM2---NED01	"['de BROUWER Bregje', 'de BROUWER Noortje']"	"['1972513', '1972512']"
SWAWTEAM2---NZL01	"['BROWN Nina', 'MORRIS Eva']"	"['1897751', '1897750']"
SWAWTEAM2---UKR01	"['ALEKSIIVA Maryna', 'ALEKSIIVA Vladyslava']"	"['1897513', '1897514']"
SWAWTEAM2---USA01	"['CZARKOWSKI Jaime', 'FIELD Megumi']"	"['1943040', '1943042']"
SWAWTEAM8---AUS01	"['BUCKLE Rayna', 'COURAGE-GARDINER Georgia', 'GAUTHIER Raphaelle', 'GAZZARD Kiera', 'JOSEPH-KUO Margo', 'KUSMAWAN Anastasia', 'POULIS Zoe', 'WALDMANN Milena', 'CALOIERO Natalia']"	"['1955939', '1955940', '1955948', '1955942', '1955943', '1955947', '1955949', '1955944', '1955945']"
SWAWTEAM8---CAN01	"['CARROLL Sydney', 'FINN Scarlett', 'LAMOTHE Audrey', 'NEWMAN Jonnie', 'PLANTE Raphaelle', 'PRIDDELL Kenzie', 'SCHEFFEL Claire', 'SIMONEAU Jacqueline', 'TREMBLAY Florence']"	"['1974247', '1974249', '1974253', '1974255', '1974256', '1974257', '1974260', '1974261', '1974263']"
SWAWTEAM8---CHN01	"['CHANG Hao', 'FENG Yu', 'WANG Qianyi', 'WANG Ciyue', 'WANG Liuyi', 'XIANG Binxuan', 'XIAO Yanning', 'ZHANG Yayi', 'CHENG Wentao']"	"['1908847', '1908846', '1908853', '1908850', '1908852', '1908855', '1908854', '1908851', '1908848']"
SWAWTEAM8---EGY01	"['ELFEKY Amina', 'ABDELBARY Farida', 'HIEKAL Hana', 'MAREI Salma', 'AHMED Mariam', 'BARSOUM Nadine', 'SAAFAN Nihal', 'MOHAMED Sondos', 'TOSON Malak']"	"['1888124', '1888365', '1888861', '1889098', '1888960', '1888980', '1889022', '1889111', '1888912']"
SWAWTEAM8---ESP01	"['TIO CASAS Iris', 'OZHOGINA OZHOGIN Alisa', 'MAS PUJADAS Meritxell', 'TOLEDANO LAUT Blanca', 'RAMIREZ IBANEZ Paula', 'LLUIS VALETTE Lilou', 'GARCIA POLO Marina', 'FERRE GASET Txell', 'SALDANA LOPEZ Sara']"	"['1954818', '1954815', '1954814', '1954819', '1954816', '1954813', '1954811', '1954809', '1954817']"
SWAWTEAM8---FRA01	"['ALAVEZ Laelys', 'BAYANDINA Anastasia', 'ESNAULT Ambre', 'GONZALEZ Laura', 'LUNEL Romane', 'PLANEIX Eve', 'TREMBLE Charlotte', 'TREMBLE Laura', 'DISBEAUX Manon']"	"['1903758', '1903759', '1903762', '1903763', '1903767', '1903768', '1903769', '1903770', '1903761']"
SWAWTEAM8---ITA01	"['IACOACCI Marta', 'MASTROIANNI Sofia', 'PICCOLI Enrica', 'RUGGIERO Lucrezia', 'SPORTELLI Isotta', 'VERNICE Giulia', 'ZUNINO Francesca', 'CERRUTI Linda', 'PEDOTTI Susanna']"	"['1925711', '1925713', '1925706', '1925719', '1925703', '1925715', '1925702', '1925701', '1925707']"
SWAWTEAM8---JPN01	"['YASUNAGA Mashiro', 'HIGA Moe', 'SATO Tomoka', 'YOSHIDA Megumu', 'KIJIMA Moeka', 'SHIMADA Ayano', 'WADA Ami', 'KOBAYASHI Uta', 'FUJII Moka']"	"['1891719', '1891716', '1891718', '1891721', '1891717', '1891713', '1891714', '1891712', '1891715']"
SWAWTEAM8---MEX01	"['DIOSDADO Nuria', 'JIMENEZ Joana', 'TOSCANO Pamela', 'ALFEREZ Regina', 'ARELLANO Fernanda', 'GONZALEZ Itzamary', 'SOBRINO Jessica', 'RODRIGUEZ Samanta', 'INZUNZA Glenda']"	"['1533230', '1533231', '1533237', '1533234', '1533235', '1533239', '1533232', '1533240', '1533243']"
SWAWTEAM8---USA01	"['ALVAREZ Anita', 'CZARKOWSKI Jaime', 'FIELD Megumi', 'HUNTER Keana', 'KWON Audrey', 'LUU Jacklyn', 'RAMIREZ Daniella', 'REMATI Ruby', 'LIU Calista']"	"['1943038', '1943040', '1943042', '1943043', '1943044', '1943046', '1943048', '1943049', '1943045']"
SWMM4X100MFRAUS01	"['CARTWRIGHT Jack', 'YANG William', 'SOUTHAM Flynn', 'CHALMERS Kyle', 'TAYLOR Kai']"	"['1946186', '1946235', '1946179', '1946200', '1946196']"
SWMM4X100MFRBRA01	"['SANTOS Guilherme', 'CHIERIGHINI Marcelo', 'SANTOS Gabriel', 'CORREIA Breno']"	"['1954343', '1954370', '1954341', '1954306']"
SWMM4X100MFRCAN01	"['KNOX Finlay', 'KISIL Yuri', 'ACEVEDO Javier', 'LIENDO Josh']"	"['1967065', '1967138', '1967063', '1967069']"
SWMM4X100MFRCHN01	"['WANG Haoyu', 'CHEN Juner', 'JI Xinjie', 'PAN Zhanle']"	"['1945134', '1945137', '1945144', '1945148']"
SWMM4X100MFRESP01	"['de CELIS MONTALBAN Sergio', 'DOMINGUEZ Luis', 'CASTRO VALLE Cesar', 'MOLLA YANES Mario']"	"['1954830', '1954831', '1954826', '1954849']"
SWMM4X100MFRFRA01	"['SALVAN Hadrien', 'FENTE--DAMERS Rafael', 'GUTH Guillaume', 'YEBBA W. Amazigh']"	"['1909306', '1909278', '1909285', '1909315']"
SWMM4X100MFRGBR01	"['SCOTT Duncan', 'WHITTLE Jacob Henry', 'COHOON Alexander', 'DEAN Tom', 'RICHARDS Matthew']"	"['1903621', '1903627', '1903540', '1903546', '1903617']"
SWMM4X100MFRGER01	"['SALCHOW Josha', 'MIROSLAW Rafael', 'ARMBRUSTER Luca', 'VARJASI Peter']"	"['1907186', '1907184', '1907179', '1907251']"
SWMM4X100MFRGRE01	"['VAZAIOS Andreas', 'BOLANOS Panagiotis', 'BILAS Stergios Marios', 'MELADINIS Odyssefs']"	"['1954559', '1954589', '1954563', '1954568']"
SWMM4X100MFRHUN01	"['NEMETH Nandor', 'SZABO Szebasztian', 'JASZO Adam', 'KOS Hubert']"	"['1906372', '1909185', '1902960', '1904977']"
SWMM4X100MFRISR01	"['FRANKEL Tomer', 'COHEN GROUMI Gal', 'LOKTEV Denis', 'GLIVINSKIY Alexey']"	"['1897369', '1897357', '1897354', '1897380']"
SWMM4X100MFRITA01	"['ZAZZERI Lorenzo', 'DEPLANO Leonardo', 'CONTE BONIN Paolo', 'FRIGO Manuel', 'CECCON Thomas', 'MIRESSI Alessandro']"	"['1925669', '1925681', '1925675', '1925634', '1925635', '1925636']"
SWMM4X100MFRPOL01	"['CHOWANIEC Mateusz', 'DUDYS Dominik', 'PISZCZOROWICZ Bartosz', 'SIERADZKI Kamil']"	"['1879517', '1879490', '1879495', '1879402']"
SWMM4X100MFRSRB01	"['STJEPANOVIC Velimir', 'ACIN Nikola', 'CVETKOV Justin', 'BARNA Andrej']"	"['1949301', '1949293', '1949295', '1949294']"
SWMM4X100MFRSWE01	"['HANSON Robin', 'SEELIGER Bjoern', 'PERSSON Elias', 'ELIASSON Isak']"	"['1572547', '1572556', '1572546', '1572545']"
SWMM4X100MFRUSA01	"['HELD Ryan', 'KING Matt', 'ARMSTRONG Hunter', 'DRESSEL Caeleb', 'ALEXY Jack', 'GUILIANO Chris']"	"['1935916', '1935933', '1935871', '1935896', '1935869', '1935911']"
SWMM4X100MMDAUS01	"['COOPER Isaac', 'YONG Joshua', 'ARMBRUSTER Ben', 'CHALMERS Kyle', 'TEMPLE Matthew']"	"['1946184', '1946195', '1946153', '1946200', '1946209']"
SWMM4X100MMDAUT01	"['REITSHAMMER Bernhard', 'BAYER Valentin', 'BUCHER Simon', 'GIGLER Heiko']"	"['1565166', '1565148', '1565150', '1565155']"
SWMM4X100MMDCAN01	"['TIERNEY Blake', 'KNOX Finlay', 'KHARUN Ilya', 'ACEVEDO Javier', 'LIENDO Josh']"	"['1967156', '1967065', '1967058', '1967063', '1967069']"
SWMM4X100MMDCHN01	"['XU Jiayu', 'QIN Haiyang', 'WANG Changhao', 'PAN Zhanle', 'SUN Jiajun']"	"['1945132', '1945128', '1945149', '1945148', '1945127']"
SWMM4X100MMDESP01	"['GONZALEZ de OLIVEIRA Hugo', 'COLL MARTI Carles', 'MOLLA YANES Mario', 'de CELIS MONTALBAN Sergio']"	"['1954838', '1954827', '1954849', '1954830']"
SWMM4X100MMDFRA01	"['NDOYE-BROUARD Yohann', 'MARCHAND Leon', 'SECCHI Clement', 'FENTE--DAMERS Rafael', 'GROUSSET Maxime', 'MANAUDOU Florent']"	"['1909299', '1909294', '1909307', '1909278', '1909284', '1909292']"
SWMM4X100MMDGBR01	"['MORGAN Oliver', 'PEATY Adam', 'LITCHFIELD Joe Richard', 'RICHARDS Matthew', 'SCOTT Duncan']"	"['1903608', '1956469', '1903598', '1903617', '1903621']"
SWMM4X100MMDGER01	"['BRAUNSCHWEIG Ole', 'MATZERATH Lucas', 'ARMBRUSTER Luca', 'SALCHOW Josha', 'IMOUDU Melvin']"	"['1907240', '1907193', '1907179', '1907186', '1907219']"
SWMM4X100MMDIRL01	"['FERGUSON Conor', 'GREENE Darragh', 'Mc CUSKER Max', 'RYAN Shane']"	"['1539968', '1572442', '1543303', '1555101']"
SWMM4X100MMDITA01	"['CECCON Thomas', 'MARTINENGHI Nicolo', 'CARINI Giacomo', 'MIRESSI Alessandro']"	"['1925635', '1925633', '1925671', '1925636']"
SWMM4X100MMDJPN01	"['MATSUYAMA Riku', 'TANIGUCHI Taku', 'MIZUNUMA Naoki', 'MATSUMOTO Katsuhiro']"	"['1963638', '1963633', '1891648', '1891652']"
SWMM4X100MMDKOR01	"['LEE Juho', 'CHOI Dongyeol', 'KIM Jihun', 'HWANG Sunwoo']"	"['1901663', '1901602', '1901630', '1901612']"
SWMM4X100MMDNED01	"['van WESTERING Kai', 'CORBEAU Caspar', 'KORSTANJE Nyls', 'PIJNENBURG Stan']"	"['1972550', '1972545', '1972542', '1972551']"
SWMM4X100MMDPOL01	"['MASIUK Ksawery', 'KALUSOWSKI Jan', 'MAJERSKI Jakub', 'PISZCZOROWICZ Bartosz']"	"['1879357', '1879371', '1879464', '1879495']"
SWMM4X100MMDSUI01	"['MITYUKOV Roman', 'DESPLANCHES Jeremy', 'LIESS Nils', 'DJAKOVIC Antonio']"	"['1977754', '1976490', '1977717', '1976496']"
SWMM4X100MMDUSA01	"['ARMSTRONG Hunter', 'SWANSON Charlie', 'HEILMAN Thomas', 'ALEXY Jack', 'DRESSEL Caeleb', 'FINK Nic', 'MURPHY Ryan']"	"['1935871', '1935992', '1935915', '1935869', '1935896', '1935901', '1935957']"
SWMM4X200MFRAUS01	"['TAYLOR Kai', 'INCERTI Zac', 'SOUTHAM Flynn', 'NEILL Thomas', 'GIULIANI Maximillian', 'WINNINGTON Elijah']"	"['1946196', '1946237', '1946179', '1946231', '1946211', '1946172']"
SWMM4X200MFRBRA01	"['SETIN SARTORI Murilo', 'SCHEFFER Fernando', 'OLIVEIRA de MORAES Eduardo', 'COSTA Guilherme']"	"['1954380', '3430817', '1954319', '1951604']"
SWMM4X200MFRCAN01	"['HUSSEY Patrick', 'AXON Alex', 'BAGSHAW Jeremy', 'WIGGINTON Lorne']"	"['1967158', '1967151', '1967163', '1967144']"
SWMM4X200MFRCHN01	"['JI Xinjie', 'NIU Guangsheng', 'FEI Liwei', 'ZHANG Zhanshuo', 'PAN Zhanle']"	"['1945144', '1945138', '1945150', '1945146', '1945148']"
SWMM4X200MFRESP01	"['CASTRO VALLE Cesar', 'DOMINGUEZ Luis', 'GARACH BENITO Carlos', 'JULIA TOUS Ferran']"	"['1954826', '1954831', '1954833', '1954841']"
SWMM4X200MFRFRA01	"['SALVAN Hadrien', 'YEBBA W. Amazigh', 'le GOFF Yann', 'FUCHS Roman']"	"['1909306', '1909315', '1909290', '1909281']"
SWMM4X200MFRGBR01	"['GUY James', 'McMILLAN Jack', 'BIRD Kieran', 'DEAN Tom', 'RICHARDS Matthew', 'SCOTT Duncan']"	"['1903552', '1903602', '1903531', '1903546', '1903617', '1903621']"
SWMM4X200MFRGER01	"['MAERTENS Lukas', 'MIROSLAW Rafael', 'SALCHOW Josha', 'SORGIUS Timo']"	"['1907192', '1907184', '1907186', '1907194']"
SWMM4X200MFRGRE01	"['MARKOS Dimitrios', 'ENGLEZAKIS Konstantinos', 'STAMOU Konstantinos Emmanouil', 'VAZAIOS Andreas']"	"['1954564', '1954565', '1954567', '1954559']"
SWMM4X200MFRISR01	"['LOKTEV Denis', 'SOLOVEYCHIK Bar', 'BEN SHITRIT Eitan', 'COHEN GROUMI Gal', 'FRANKEL Tomer']"	"['1897354', '1897308', '1897356', '1897357', '1897369']"
